employee_id,role,department,day_index,project_phase,total_work_hours,meeting_hours,meeting_count,after_hours_work,task_assigned_count,task_completed_count,deadline_compression_ratio,task_switching_rate,email_volume,slack_message_count,response_latency_avg,longest_focus_block_minutes,recovery_gap_minutes,weekend_work_ratio,sleep_hours,sleep_consistency_score,hr_variability_index,error_rate,revision_count,decision_reversal_count,output_score,productivity_volatility_index,meeting_density_ratio,load_accumulation_rate,recovery_deficit_score,instability_index,volatility_acceleration,collapse_probability
EMP0112,QA,Operations,63,Testing,9.1,5.46,5,0.83,7,4,0.289,1.98,35,55,16.7,55.1,22.1,0.0,8.26,0.486,25.2,0.0,0,0,44.86,0.204,0.549,0.241,0.194,0.227,0.0492,0.2225
EMP0112,QA,Operations,64,Testing,11.14,1.41,1,4.41,6,4,0.131,1.29,36,51,23.7,62.6,390.4,0.0,6.7,0.511,20.0,0.0353,0,2,40.0,0.222,0.09,0.944,0.206,0.189,0.2095,0.1685
EMP0112,QA,Operations,65,Testing,10.46,5.83,5,3.14,9,7,0.141,1.09,39,65,9.3,71.8,25.9,0.0,6.98,0.462,20.0,0.0262,1,1,40.0,0.212,0.478,0.7,0.136,0.221,0.1484,0.0894
EMP0112,QA,Operations,66,Testing,9.39,5.64,5,1.78,8,5,0.198,3.48,43,57,2.7,57.0,45.8,0.0,7.18,0.415,33.2,0.0159,0,0,40.0,0.256,0.532,0.396,0.205,0.304,0.1014,0.171
EMP0112,QA,Operations,67,Testing,9.1,2.6,2,1.41,7,6,0.502,0.91,37,67,12.2,95.9,166.3,0.0,8.15,0.458,23.1,0.0066,0,0,40.0,0.185,0.22,0.314,0.0,0.084,0.058,0.0422
EMP0112,QA,Operations,68,Testing,9.7,5.82,5,0.79,6,4,0.161,2.58,40,76,1.4,54.1,14.6,0.0,7.68,0.462,21.3,0.0272,3,0,40.0,0.228,0.515,0.311,0.199,0.295,0.071,0.2212
EMP0112,QA,Operations,69,Testing,10.11,1.86,3,1.2,7,5,0.446,3.59,29,53,26.1,53.1,115.0,0.0,6.25,0.513,20.8,0.0391,1,0,40.0,0.277,0.297,0.414,0.288,0.332,0.1146,0.2356
EMP0112,QA,Operations,70,Testing,11.19,1.98,3,2.65,16,13,0.493,0.87,26,53,26.7,67.6,111.0,0.0,6.51,0.563,20.0,0.0261,1,1,40.0,0.217,0.268,0.73,0.19,0.189,0.1584,0.1413
EMP0112,QA,Operations,71,Testing,7.93,3.28,5,0.05,7,5,0.266,2.75,42,64,2.6,26.8,68.6,0.0,7.19,0.404,26.8,0.0106,0,0,40.61,0.241,0.631,0.0,0.372,0.341,0.0,0.1734
EMP0112,QA,Operations,72,Testing,11.16,0.77,1,6.92,10,7,0.302,2.63,32,61,15.9,63.0,447.2,0.0,7.64,0.512,20.0,0.0165,0,0,40.0,0.23,0.09,1.26,0.15,0.175,0.2898,0.1875
EMP0112,QA,Operations,73,Testing,9.76,5.86,7,1.23,7,5,0.247,2.7,48,46,7.0,30.9,20.1,0.0,7.13,0.413,27.6,0.0292,0,0,40.0,0.241,0.717,0.374,0.353,0.389,0.0901,0.1808
EMP0112,QA,Operations,74,Testing,10.02,6.01,8,1.11,6,4,0.304,1.98,32,53,6.3,65.8,5.0,0.0,6.81,0.445,28.7,0.0196,0,0,41.58,0.233,0.798,0.391,0.18,0.312,0.0912,0.2447
EMP0112,QA,Operations,75,Testing,8.97,3.54,4,0.27,11,7,0.242,0.7,33,63,0.7,44.7,59.8,0.168,6.47,0.538,34.5,0.0249,0,0,40.0,0.215,0.446,0.155,0.32,0.256,0.0333,0.1795
EMP0112,QA,Operations,76,Testing,11.2,5.54,5,2.45,8,7,0.123,0.71,33,56,1.9,52.6,25.3,0.383,6.57,0.441,20.0,0.0259,2,1,50.07,0.213,0.446,0.706,0.27,0.243,0.1504,0.2583
EMP0112,QA,Operations,77,Testing,11.59,4.49,6,4.42,7,6,0.244,0.5,33,57,36.9,60.1,33.4,0.0,6.74,0.472,24.2,0.0182,0,0,40.52,0.205,0.518,1.001,0.217,0.22,0.2053,0.0926
EMP0112,QA,Operations,78,Testing,9.61,3.17,3,0.82,11,9,0.162,1.06,38,70,0.7,24.9,99.2,0.0,6.84,0.483,21.1,0.0266,0,1,40.0,0.214,0.312,0.304,0.406,0.269,0.065,0.3721
EMP0112,QA,Operations,79,Testing,10.06,5.4,5,1.19,6,5,0.204,2.19,32,54,11.4,35.7,47.4,0.0,6.97,0.55,27.3,0.0263,1,1,40.0,0.234,0.497,0.406,0.337,0.319,0.0951,0.1837
EMP0112,QA,Operations,80,Testing,10.65,6.39,6,1.81,10,9,0.423,2.08,45,66,56.8,56.6,24.9,0.0,6.63,0.397,20.0,0.0408,1,1,40.0,0.239,0.563,0.558,0.244,0.33,0.1332,0.4293
EMP0112,QA,Operations,81,Testing,11.28,6.77,8,2.62,8,6,0.118,2.29,40,54,10.7,62.3,5.0,0.0,7.58,0.551,20.0,0.008,0,0,40.31,0.224,0.709,0.737,0.154,0.273,0.1652,0.2659
EMP0112,QA,Operations,82,Testing,10.01,4.79,5,1.2,11,10,0.243,0.65,26,74,7.3,85.7,17.6,0.247,6.98,0.47,20.0,0.0212,0,0,41.46,0.203,0.5,0.401,0.059,0.179,0.0815,0.0949
EMP0112,QA,Operations,83,Testing,10.7,6.42,6,2.16,7,5,0.34,1.27,29,68,9.7,53.8,5.0,0.0,6.37,0.56,20.0,0.0253,0,0,40.0,0.228,0.561,0.607,0.276,0.284,0.1385,0.2181
EMP0112,QA,Operations,84,Testing,9.48,5.22,6,0.66,10,7,0.084,2.21,41,50,1.9,63.4,36.9,0.0,7.23,0.544,27.2,0.0096,1,0,40.0,0.23,0.633,0.268,0.166,0.262,0.0615,0.2047
EMP0112,QA,Operations,85,Testing,10.41,2.26,4,2.36,12,9,0.172,1.84,32,46,4.4,62.0,82.2,0.0,7.02,0.529,20.0,0.0293,0,2,40.0,0.226,0.384,0.596,0.188,0.247,0.1348,0.1714
EMP0112,QA,Operations,86,Testing,9.74,3.42,3,0.87,11,10,0.61,1.06,40,47,2.8,28.1,95.1,0.0,7.43,0.516,22.8,0.0043,0,0,41.21,0.203,0.308,0.326,0.349,0.207,0.0662,0.2246
EMP0112,QA,Operations,87,Testing,9.67,1.37,2,1.3,6,5,0.612,0.92,34,74,16.3,71.1,187.9,0.0,7.43,0.522,28.2,0.0261,1,0,40.0,0.2,0.207,0.371,0.11,0.154,0.0742,0.1015
EMP0112,QA,Operations,88,Testing,9.52,3.25,3,0.73,7,6,0.133,0.69,27,51,17.6,90.5,76.7,0.0,6.99,0.545,30.8,0.0203,1,0,40.0,0.204,0.315,0.281,0.034,0.135,0.0574,0.1899
EMP0112,QA,Operations,89,Testing,9.21,5.52,5,0.47,7,6,0.06,2.16,42,63,5.9,56.6,25.2,0.0,8.03,0.431,25.5,0.0138,0,0,48.06,0.213,0.543,0.21,0.186,0.257,0.0447,0.1886
EMP0112,QA,Operations,90,Launch,10.84,6.5,10,2.22,9,8,0.374,3.83,39,61,5.4,33.0,5.0,0.367,7.48,0.51,20.0,0.0115,0,0,40.0,0.257,0.923,0.633,0.318,0.418,0.1626,0.2426
EMP0112,QA,Operations,91,Launch,10.96,2.2,2,2.07,7,6,0.468,3.4,42,82,1.0,47.7,171.1,0.0,7.52,0.562,23.0,0.0294,0,1,40.0,0.248,0.182,0.629,0.235,0.268,0.1559,0.1513
EMP0112,QA,Operations,92,Launch,10.28,3.46,3,1.32,16,10,0.332,1.99,41,71,13.3,35.8,92.5,0.0,6.89,0.448,24.3,0.0215,2,0,40.0,0.232,0.292,0.45,0.342,0.264,0.1044,0.1926
EMP0112,QA,Operations,93,Launch,12.37,3.57,6,3.67,11,8,0.275,1.09,43,50,13.3,61.5,26.4,0.0,6.64,0.534,20.0,0.0288,0,1,40.0,0.219,0.485,1.005,0.216,0.252,0.2201,0.0523
EMP0112,QA,Operations,94,Launch,11.48,3.59,3,2.72,8,6,0.479,1.04,41,69,11.4,57.0,102.9,0.0,6.42,0.441,25.0,0.0253,1,0,40.0,0.222,0.261,0.775,0.255,0.211,0.1721,0.1561
EMP0112,QA,Operations,95,Launch,10.88,5.17,7,3.43,7,4,0.171,0.9,42,65,9.7,74.4,27.7,0.0,7.43,0.416,20.0,0.0201,1,1,40.0,0.199,0.643,0.789,0.091,0.223,0.157,0.0739
EMP0112,QA,Operations,96,Launch,11.14,2.32,3,2.87,8,5,0.409,4.08,41,63,12.1,33.8,121.6,0.0,6.01,0.449,20.0,0.0281,0,0,40.0,0.291,0.269,0.751,0.412,0.356,0.2186,0.2979
EMP0112,QA,Operations,97,Launch,11.94,7.17,6,3.49,6,3,0.125,3.36,40,75,10.6,60.4,22.6,0.401,7.1,0.477,20.0,0.02,1,0,40.0,0.255,0.503,0.929,0.191,0.299,0.2368,0.1612
EMP0112,QA,Operations,98,Launch,10.41,4.68,6,1.67,12,7,0.277,3.28,42,76,6.6,61.2,42.1,0.0,8.57,0.563,22.4,0.0362,0,0,40.0,0.224,0.576,0.51,0.16,0.334,0.1142,0.2597
EMP0112,QA,Operations,99,Launch,11.21,4.0,3,2.35,14,12,0.114,1.92,44,57,0.5,78.2,88.5,0.0,7.26,0.421,21.0,0.0248,0,0,40.0,0.223,0.268,0.695,0.082,0.185,0.155,0.1127
EMP0112,QA,Operations,100,Launch,10.62,4.34,4,3.3,9,7,0.138,1.62,39,58,10.5,35.5,53.3,0.0,6.42,0.504,20.0,0.009,0,0,40.0,0.234,0.377,0.74,0.375,0.254,0.1732,0.146
EMP0112,QA,Operations,101,Launch,12.08,7.25,9,3.22,5,3,0.242,4.83,40,64,7.6,36.8,15.2,0.0,6.24,0.466,20.0,0.0559,2,0,40.0,0.302,0.745,0.913,0.38,0.52,0.2756,0.2505
EMP0112,QA,Operations,102,Launch,11.34,5.0,4,3.81,12,11,0.233,0.87,42,61,0.5,53.1,35.7,0.0,6.36,0.556,20.0,0.0398,0,0,43.54,0.22,0.353,0.894,0.281,0.261,0.1966,0.2092
EMP0112,QA,Operations,103,Launch,11.61,5.18,8,4.05,8,5,0.05,1.42,30,72,9.6,38.9,29.0,0.422,6.39,0.539,20.0,0.0334,0,0,40.0,0.231,0.689,0.957,0.358,0.355,0.2212,0.3852
EMP0112,QA,Operations,104,Launch,11.9,4.08,6,2.94,10,7,0.277,0.27,38,59,46.7,54.9,45.5,0.0,6.82,0.546,22.9,0.0286,0,0,40.0,0.199,0.504,0.855,0.24,0.238,0.1701,0.2802
EMP0112,QA,Operations,105,Launch,11.6,6.59,5,3.36,13,8,0.186,2.37,40,61,42.3,52.2,13.0,0.0,6.16,0.523,20.0,0.0293,1,0,40.0,0.254,0.431,0.87,0.299,0.306,0.221,0.1688
EMP0112,QA,Operations,106,Launch,11.55,5.36,4,3.84,12,9,0.232,0.17,31,74,33.9,61.1,33.1,0.0,7.58,0.407,20.0,0.0224,0,0,47.3,0.182,0.346,0.924,0.161,0.167,0.1681,0.2275
EMP0112,QA,Operations,107,Launch,10.55,2.29,4,1.87,11,8,0.506,1.19,49,61,7.8,76.1,80.5,0.0,6.79,0.428,20.0,0.0,0,0,42.09,0.218,0.379,0.553,0.125,0.149,0.1204,0.1302
EMP0112,QA,Operations,108,Launch,11.71,2.97,4,2.98,15,10,0.289,0.83,34,46,37.7,72.8,72.0,0.0,6.91,0.4,20.0,0.0084,0,1,40.0,0.208,0.342,0.836,0.135,0.15,0.1739,0.2502
EMP0112,QA,Operations,109,Launch,12.0,7.2,9,3.61,13,9,0.484,1.19,31,67,45.7,55.7,17.4,0.0,6.65,0.516,20.0,0.0276,0,0,40.0,0.221,0.75,0.951,0.247,0.315,0.2102,0.1988
EMP0112,QA,Operations,110,Launch,11.47,3.96,5,3.39,7,4,0.163,2.37,36,67,3.4,56.8,58.9,0.0,6.74,0.466,20.0,0.0402,1,1,41.07,0.243,0.436,0.858,0.235,0.309,0.2084,0.2295
EMP0112,QA,Operations,111,Launch,12.03,5.95,4,3.13,6,4,0.117,1.31,47,70,1.0,30.5,32.2,0.0,6.3,0.524,21.7,0.0472,3,1,40.0,0.23,0.333,0.895,0.411,0.323,0.2058,0.3759
EMP0112,QA,Operations,112,Launch,11.53,3.03,5,4.19,9,7,0.349,2.23,33,76,4.3,41.2,70.3,0.0,6.22,0.497,21.8,0.046,0,1,40.6,0.25,0.434,0.965,0.356,0.353,0.2412,0.6855
EMP0112,QA,Operations,113,Launch,12.72,7.29,6,3.72,13,11,0.327,1.66,35,73,21.5,65.8,9.8,0.0,6.86,0.543,20.0,0.0306,1,0,40.0,0.226,0.472,1.055,0.177,0.258,0.2384,0.1864
EMP0112,QA,Operations,114,Launch,10.81,3.22,3,2.97,7,5,0.268,2.65,32,73,12.4,86.6,110.8,0.0,6.62,0.563,20.0,0.0305,0,1,40.0,0.251,0.278,0.723,0.078,0.219,0.1813,0.1005
EMP0112,QA,Operations,115,Launch,11.99,1.13,2,3.85,12,8,0.073,1.29,30,50,0.4,69.7,197.4,0.0,6.91,0.539,20.0,0.0226,0,0,43.31,0.218,0.167,0.98,0.152,0.163,0.2136,0.1511
EMP0112,QA,Operations,116,Launch,10.01,1.25,1,1.14,10,9,0.068,1.78,36,57,10.5,42.7,396.9,0.0,7.59,0.543,27.4,0.0144,0,0,40.0,0.214,0.1,0.394,0.263,0.181,0.0843,0.2937
EMP0112,QA,Operations,117,Launch,12.23,5.57,7,3.33,8,7,0.345,0.86,47,62,11.2,63.5,20.6,0.353,5.93,0.436,20.0,0.0329,1,0,42.8,0.229,0.572,0.945,0.252,0.282,0.2164,0.198
EMP0112,QA,Operations,118,Launch,12.29,3.63,4,3.33,9,5,0.233,2.41,43,73,44.1,54.9,74.4,0.309,6.44,0.561,20.0,0.0256,0,0,40.0,0.249,0.325,0.952,0.266,0.268,0.2372,0.0725
EMP0112,QA,Operations,119,Launch,10.69,6.1,8,2.9,9,8,0.349,0.86,45,62,8.8,54.0,5.0,0.0,6.58,0.429,20.0,0.0192,0,0,40.0,0.216,0.748,0.699,0.261,0.292,0.1509,0.2636
EMP0113,DevOps,Operations,0,Planning,8.24,4.04,5,0.22,10,9,0.4,1.45,26,45,3.6,87.2,51.8,0.0,7.25,0.834,47.8,0.023,2,0,69.53,0.214,0.607,0.058,0.032,0.221,0.0123,0.1353
EMP0113,DevOps,Operations,1,Planning,8.7,5.22,7,0.38,5,4,0.085,0.97,25,51,18.0,100.6,25.4,0.0,7.0,0.838,48.3,0.0172,0,0,68.41,0.209,0.805,0.135,0.033,0.234,0.0282,0.1817
EMP0113,DevOps,Operations,2,Planning,9.3,2.41,2,0.47,10,8,0.239,2.81,22,27,0.1,77.8,155.1,0.0,6.9,0.853,46.9,0.0147,0,0,59.45,0.248,0.215,0.221,0.108,0.189,0.0549,0.1288
EMP0113,DevOps,Operations,3,Planning,8.94,5.37,5,1.6,3,2,0.364,4.19,29,45,2.2,77.7,22.7,0.0,6.99,0.626,45.0,0.046,0,0,64.2,0.274,0.559,0.317,0.102,0.36,0.087,0.2499
EMP0113,DevOps,Operations,4,Planning,8.24,4.95,6,0.13,9,6,0.518,1.25,32,47,29.5,95.4,34.1,0.0,8.11,0.626,43.2,0.0164,0,0,69.89,0.193,0.728,0.046,0.0,0.216,0.0089,0.1275
EMP0113,DevOps,Operations,5,Planning,8.11,2.44,3,0.45,9,6,0.265,1.8,13,39,7.0,102.7,106.3,0.0,7.68,0.781,54.1,0.0306,0,0,64.49,0.212,0.37,0.07,0.0,0.189,0.0148,0.1317
EMP0113,DevOps,Operations,6,Planning,9.59,0.91,1,1.15,4,2,0.334,1.2,36,43,17.9,85.2,424.4,0.0,7.29,0.84,44.8,0.0256,1,0,67.04,0.208,0.104,0.342,0.041,0.12,0.0712,0.2613
EMP0113,DevOps,Operations,7,Planning,9.47,4.29,5,1.1,12,10,0.191,2.73,22,63,13.6,70.8,57.4,0.0,6.32,0.675,41.2,0.0382,0,0,64.42,0.258,0.528,0.321,0.185,0.319,0.0829,0.285
EMP0113,DevOps,Operations,8,Planning,8.4,5.04,5,0.5,9,8,0.309,0.51,34,33,19.8,101.7,20.2,0.0,7.34,0.751,58.9,0.0293,1,0,60.78,0.193,0.595,0.113,0.011,0.196,0.0217,0.1364
EMP0113,DevOps,Operations,9,Planning,8.35,5.01,7,0.03,8,6,0.343,1.04,21,36,12.9,104.0,41.5,0.0,7.06,0.866,44.2,0.0276,0,0,59.55,0.21,0.838,0.047,0.029,0.263,0.01,0.1101
EMP0113,DevOps,Operations,10,Planning,9.09,2.7,4,1.85,9,8,0.327,1.32,22,44,1.0,79.6,71.0,0.0,7.18,0.779,48.6,0.0298,0,0,66.04,0.213,0.44,0.368,0.079,0.211,0.0783,0.1841
EMP0113,DevOps,Operations,11,Planning,9.15,0.91,1,2.07,6,4,0.216,1.8,28,38,11.0,90.2,424.3,0.0,8.07,0.611,47.7,0.0,0,0,63.1,0.205,0.109,0.402,0.0,0.076,0.0825,0.1237
EMP0113,DevOps,Operations,12,Planning,8.02,4.04,3,1.82,9,5,0.437,1.06,22,55,1.9,89.6,87.8,0.0,7.25,0.855,47.9,0.0117,0,0,62.74,0.206,0.374,0.23,0.019,0.136,0.0474,0.1108
EMP0113,DevOps,Operations,13,Planning,8.89,3.06,5,1.15,5,3,0.258,1.39,25,42,1.2,88.9,50.3,0.0,8.07,0.848,48.6,0.0133,0,0,62.6,0.196,0.562,0.255,0.006,0.183,0.05,0.0703
EMP0113,DevOps,Operations,14,Planning,9.32,5.59,9,0.87,12,7,0.26,0.32,33,36,5.5,108.1,25.9,0.0,7.62,0.856,45.1,0.0033,0,0,61.73,0.184,0.966,0.274,0.0,0.209,0.0504,0.0996
EMP0113,DevOps,Operations,15,Planning,9.32,2.94,4,1.55,7,5,0.282,2.5,23,51,14.1,81.7,81.7,0.0,6.98,0.616,46.0,0.0328,2,2,60.79,0.24,0.429,0.359,0.081,0.251,0.0861,0.0626
EMP0113,DevOps,Operations,16,Planning,8.38,1.67,2,0.13,9,8,0.198,1.37,23,46,27.9,81.4,197.8,0.0,7.1,0.672,47.5,0.0314,0,0,61.73,0.215,0.239,0.064,0.074,0.174,0.0137,0.1367
EMP0113,DevOps,Operations,17,Planning,9.77,2.83,3,0.87,6,4,0.382,1.45,28,46,5.0,89.3,102.4,0.0,7.14,0.822,51.7,0.0325,1,0,60.63,0.216,0.307,0.33,0.028,0.178,0.0713,0.2894
EMP0113,DevOps,Operations,18,Planning,9.54,1.54,2,0.77,11,7,0.144,0.95,28,53,1.0,88.9,192.7,0.0,7.14,0.65,40.4,0.0218,0,0,60.17,0.206,0.21,0.289,0.03,0.123,0.0595,0.2175
EMP0113,DevOps,Operations,19,Planning,9.63,1.08,2,1.75,1,0,0.358,2.13,37,48,5.6,62.6,206.3,0.0,6.51,0.709,51.7,0.024,2,0,67.6,0.242,0.208,0.423,0.218,0.219,0.1022,0.1715
EMP0113,DevOps,Operations,20,Planning,9.74,3.99,3,1.13,3,2,0.336,1.65,26,43,32.1,91.1,91.1,0.154,7.01,0.617,37.2,0.015,0,0,54.76,0.223,0.308,0.359,0.033,0.151,0.08,0.1128
EMP0113,DevOps,Operations,21,Planning,8.9,5.34,6,0.4,14,13,0.388,2.4,29,39,6.4,75.6,40.5,0.0,7.66,0.818,47.4,0.0173,0,1,64.69,0.225,0.674,0.163,0.08,0.265,0.0366,0.1101
EMP0113,DevOps,Operations,22,Planning,8.76,4.25,5,0.11,6,4,0.246,1.02,29,40,30.3,73.3,45.8,0.0,7.05,0.687,52.0,0.0114,0,0,61.56,0.209,0.571,0.109,0.123,0.204,0.0227,0.0694
EMP0113,DevOps,Operations,23,Planning,7.83,2.94,5,0.39,12,8,0.319,0.5,24,44,29.1,93.5,52.1,0.0,8.19,0.645,48.6,0.0106,0,0,68.63,0.176,0.639,0.028,0.0,0.164,0.0048,0.078
EMP0113,DevOps,Operations,24,Planning,8.98,2.03,4,0.54,7,6,0.309,0.47,22,46,5.2,86.4,106.8,0.0,6.91,0.826,43.8,0.014,1,0,64.23,0.201,0.445,0.19,0.059,0.149,0.0382,0.1811
EMP0113,DevOps,Operations,25,Planning,8.9,2.62,4,0.36,7,6,0.146,0.36,33,31,33.4,100.5,84.3,0.0,5.82,0.626,43.3,0.0251,1,0,58.74,0.221,0.449,0.158,0.112,0.184,0.0348,0.1675
EMP0113,DevOps,Operations,26,Planning,9.69,5.1,4,0.79,7,5,0.107,1.15,25,34,7.5,116.8,33.1,0.037,6.85,0.611,46.6,0.0381,1,1,66.85,0.216,0.413,0.31,0.043,0.206,0.067,0.0709
EMP0113,DevOps,Operations,27,Planning,10.06,4.33,4,1.76,9,8,0.04,1.55,27,57,4.5,119.9,47.5,0.0,7.35,0.691,32.1,0.0236,0,0,52.44,0.214,0.398,0.478,0.01,0.176,0.1022,0.1407
EMP0113,DevOps,Operations,28,Planning,10.45,0.0,0,2.17,7,4,0.118,0.57,29,32,27.1,80.7,249.5,0.0,6.18,0.669,48.7,0.0233,0,0,66.29,0.218,0.0,0.577,0.14,0.106,0.1259,0.0582
EMP0113,DevOps,Operations,29,Planning,8.89,2.82,3,0.01,6,4,0.209,0.69,16,42,2.3,90.3,98.5,0.0,7.34,0.817,59.7,0.0198,1,0,52.52,0.197,0.337,0.113,0.011,0.131,0.0222,0.1018
EMP0113,DevOps,Operations,30,Development,11.53,4.16,3,3.02,11,9,0.032,1.01,29,69,34.6,122.2,61.5,0.0,6.11,0.74,23.9,0.0377,0,0,63.96,0.228,0.26,0.819,0.093,0.186,0.1867,0.2349
EMP0113,DevOps,Operations,31,Development,12.07,2.22,2,3.16,3,2,0.505,3.26,27,59,3.4,67.8,152.3,0.0,7.61,0.861,32.4,0.0267,0,1,59.0,0.243,0.166,0.904,0.123,0.221,0.2196,0.117
EMP0113,DevOps,Operations,32,Development,10.92,6.07,6,2.61,11,7,0.296,0.3,40,63,13.0,86.4,42.2,0.0,7.74,0.868,47.4,0.0202,0,0,58.24,0.181,0.549,0.691,0.02,0.165,0.1251,0.1322
EMP0113,DevOps,Operations,33,Development,12.6,5.39,4,3.8,7,6,0.449,0.26,32,60,23.5,118.0,45.9,0.0,6.85,0.829,20.0,0.0188,0,0,68.91,0.198,0.317,1.05,0.043,0.122,0.2079,0.1424
EMP0113,DevOps,Operations,34,Development,11.57,1.02,2,2.66,9,8,0.275,2.85,32,47,0.2,95.7,218.5,0.419,7.18,0.706,32.0,0.0156,0,0,57.91,0.243,0.173,0.779,0.021,0.158,0.1892,0.174
EMP0113,DevOps,Operations,35,Development,12.71,3.71,3,5.17,11,7,0.26,1.49,30,52,11.1,97.3,101.6,0.0,6.9,0.628,32.0,0.0327,0,1,59.72,0.222,0.236,1.235,0.04,0.169,0.2742,0.1063
EMP0113,DevOps,Operations,36,Development,11.57,0.0,0,2.69,9,8,0.333,1.74,23,53,5.4,87.2,243.5,0.0,6.75,0.674,32.0,0.0177,1,1,64.41,0.23,0.0,0.782,0.066,0.107,0.18,0.0747
EMP0113,DevOps,Operations,37,Development,12.53,5.39,6,3.67,3,2,0.466,1.52,32,57,23.7,102.4,31.7,0.0,6.41,0.714,34.7,0.0189,0,0,62.85,0.232,0.479,1.025,0.073,0.201,0.2378,0.2915
EMP0113,DevOps,Operations,38,Development,12.27,0.8,1,4.1,13,12,0.052,1.18,38,56,9.7,96.9,423.7,0.0,7.91,0.852,27.6,0.0303,0,0,70.67,0.195,0.081,1.046,0.0,0.112,0.204,0.0957
EMP0113,DevOps,Operations,39,Development,12.31,4.1,6,3.47,10,7,0.067,0.48,31,57,4.1,113.4,31.6,0.0,6.4,0.808,31.9,0.0209,0,0,65.63,0.212,0.487,0.973,0.073,0.176,0.2062,0.1166
EMP0113,DevOps,Operations,40,Development,12.44,4.46,5,5.55,8,5,0.743,1.38,27,59,2.7,89.4,63.0,0.0,7.09,0.722,26.0,0.0019,0,0,52.84,0.216,0.402,1.249,0.031,0.135,0.2697,0.1529
EMP0113,DevOps,Operations,41,Development,12.47,4.11,4,3.82,10,6,0.221,0.99,25,50,8.6,81.0,64.2,0.0,6.4,0.714,29.5,0.0317,0,0,56.5,0.222,0.321,1.036,0.123,0.194,0.23,0.2137
EMP0113,DevOps,Operations,42,Development,12.78,7.16,8,3.82,7,6,0.088,2.27,36,65,7.0,83.1,11.3,0.0,6.59,0.851,27.3,0.0229,0,0,57.49,0.244,0.626,1.075,0.099,0.269,0.2623,0.2008
EMP0113,DevOps,Operations,43,Development,13.04,1.03,2,7.31,8,6,0.296,3.79,45,65,20.9,51.8,219.6,0.0,6.45,0.636,27.5,0.028,0,0,66.07,0.277,0.153,1.544,0.282,0.285,0.4276,0.3446
EMP0113,DevOps,Operations,44,Development,11.95,4.48,8,3.61,2,1,0.525,2.31,28,64,33.6,110.2,25.6,0.0,6.86,0.825,27.9,0.0301,1,0,49.2,0.239,0.669,0.945,0.043,0.276,0.2259,0.1256
EMP0113,DevOps,Operations,45,Development,12.01,5.37,4,3.78,8,5,0.445,2.25,33,52,3.3,102.9,41.2,0.0,6.98,0.808,33.9,0.0211,1,0,62.37,0.235,0.333,0.974,0.035,0.187,0.2288,0.1969
EMP0113,DevOps,Operations,46,Development,12.27,4.74,8,3.32,5,3,0.03,0.55,29,60,22.6,110.4,27.2,0.0,6.6,0.768,24.1,0.0277,0,2,69.8,0.209,0.652,0.949,0.06,0.22,0.1983,0.2166
EMP0113,DevOps,Operations,47,Development,12.64,7.57,6,3.85,6,4,0.294,1.15,39,49,12.9,110.5,5.2,0.0,5.81,0.757,25.1,0.0424,0,1,61.02,0.237,0.475,1.061,0.113,0.248,0.2515,0.2375
EMP0113,DevOps,Operations,48,Development,12.15,2.96,3,3.55,11,10,0.358,1.53,32,60,5.0,107.1,89.8,0.0,6.24,0.674,34.3,0.0107,0,1,57.98,0.236,0.247,0.962,0.084,0.142,0.2272,0.0803
EMP0113,DevOps,Operations,49,Development,13.42,2.36,4,5.15,13,8,0.209,1.6,27,58,0.7,102.6,70.9,0.0,6.89,0.771,29.2,0.0153,0,0,62.83,0.224,0.298,1.321,0.041,0.15,0.296,0.151
EMP0113,DevOps,Operations,50,Development,13.37,7.23,6,4.47,10,6,0.288,1.44,33,53,23.6,103.8,5.0,0.0,5.98,0.77,24.7,0.0392,0,0,62.52,0.239,0.449,1.23,0.101,0.242,0.294,0.2441
EMP0113,DevOps,Operations,51,Development,12.49,2.59,2,4.14,9,6,0.101,1.32,31,48,5.6,78.6,155.1,0.0,6.78,0.832,31.7,0.0341,1,1,61.71,0.221,0.16,1.079,0.111,0.173,0.2384,0.1683
EMP0113,DevOps,Operations,52,Development,13.18,7.91,8,5.19,5,3,0.215,1.4,26,66,3.1,91.3,5.0,0.0,6.86,0.745,27.0,0.0205,0,1,61.15,0.221,0.607,1.296,0.043,0.217,0.2865,0.1948
EMP0113,DevOps,Operations,53,Development,12.27,6.3,6,3.38,8,6,0.045,1.61,29,60,4.9,77.0,5.0,0.0,7.14,0.65,27.7,0.0075,1,0,66.02,0.219,0.489,0.956,0.096,0.19,0.2094,0.2282
EMP0113,DevOps,Operations,54,Development,13.37,8.02,9,4.39,7,5,0.086,0.93,30,38,25.3,89.6,8.4,0.467,6.73,0.765,24.6,0.0297,0,2,65.78,0.214,0.673,1.22,0.054,0.238,0.2611,0.0775
EMP0113,DevOps,Operations,55,Development,13.15,2.24,2,4.52,10,6,0.491,1.25,30,48,0.7,118.0,173.4,0.0,5.85,0.722,27.4,0.0257,0,0,70.94,0.238,0.152,1.209,0.11,0.152,0.2877,0.1959
EMP0113,DevOps,Operations,56,Development,12.48,3.0,3,4.37,6,4,0.465,1.01,26,52,1.2,91.3,99.9,0.0,5.66,0.798,33.6,0.036,0,0,60.75,0.237,0.24,1.106,0.123,0.187,0.2622,0.3333
